A,B,C,D
27,0,Category2,2025-07-21
73,0,Category2,2025-07-22
26,0,Category1,2025-07-23
47,0,Category3,2025-07-24
86,0,Category2,2025-07-25
56,0,Category1,2025-07-26
94,0,Category1,2025-07-27
63,0,Category3,2025-07-28
48,0,Category2,2025-07-29
61,0,Category1,2025-07-30
81,0,Category2,2025-07-31
26,0,Category1,2025-08-01
36,0,Category1,2025-08-02
1,0,Category1,2025-08-03
8,0,Category3,2025-08-04
99,0,Category3,2025-08-05
52,0,Category3,2025-08-06
79,0,Category2,2025-08-07
47,0,Category3,2025-08-08
56,0,Category3,2025-08-09
86,0,Category2,2025-08-10
14,0,Category2,2025-08-11
90,0,Category2,2025-08-12
28,0,Category2,2025-08-13
87,0,Category3,2025-08-14
78,0,Category3,2025-08-15
88,0,Category2,2025-08-16
2,0,Category3,2025-08-17
26,0,Category1,2025-08-18
14,0,Category3,2025-08-19
59,0,Category1,2025-08-20
56,0,Category2,2025-08-21
7,0,Category2,2025-08-22
3,0,Category3,2025-08-23
23,0,Category2,2025-08-24
18,0,Category3,2025-08-25
38,0,Category3,2025-08-26
99,0,Category3,2025-08-27
15,0,Category3,2025-08-28
64,0,Category1,2025-08-29
89,0,Category1,2025-08-30
28,0,Category2,2025-08-31
74,0,Category1,2025-09-01
39,0,Category2,2025-09-02
57,0,Category2,2025-09-03
17,0,Category3,2025-09-04
86,0,Category3,2025-09-05
90,0,Category3,2025-09-06
44,0,Category3,2025-09-07
25,0,Category3,2025-09-08
17,0,Category3,2025-09-09
13,0,Category1,2025-09-10
84,0,Category2,2025-09-11
25,0,Category2,2025-09-12
68,0,Category3,2025-09-13
10,0,Category1,2025-09-14
67,0,Category3,2025-09-15
18,0,Category1,2025-09-16
86,0,Category1,2025-09-17
34,0,Category2,2025-09-18
8,0,Category2,2025-09-19
40,0,Category1,2025-09-20
83,0,Category2,2025-09-21
42,0,Category1,2025-09-22
41,0,Category1,2025-09-23
6,0,Category1,2025-09-24
52,0,Category2,2025-09-25
26,0,Category3,2025-09-26
64,0,Category2,2025-09-27
98,0,Category3,2025-09-28
59,0,Category2,2025-09-29
56,0,Category2,2025-09-30
59,0,Category3,2025-10-01
70,0,Category1,2025-10-02
33,0,Category3,2025-10-03
53,0,Category1,2025-10-04
22,0,Category1,2025-10-05
21,0,Category2,2025-10-06
70,0,Category2,2025-10-07
70,0,Category2,2025-10-08
4,0,Category2,2025-10-09
94,0,Category2,2025-10-10
75,0,Category3,2025-10-11
62,0,Category3,2025-10-12
62,0,Category3,2025-10-13
94,0,Category3,2025-10-14
95,0,Category2,2025-10-15
24,0,Category3,2025-10-16
55,0,Category3,2025-10-17
9,0,Category1,2025-10-18
3,0,Category2,2025-10-19
31,0,Category3,2025-10-20
40,0,Category3,2025-10-21
36,0,Category3,2025-10-22
24,0,Category2,2025-10-23
95,0,Category3,2025-10-24
6,0,Category1,2025-10-25
66,0,Category2,2025-10-26
84,0,Category1,2025-10-27
92,0,Category2,2025-10-28
75,0,Category3,2025-10-29
4,0,Category2,2025-10-30
79,0,Category2,2025-10-31
6,0,Category2,2025-11-01
94,0,Category1,2025-11-02
51,0,Category2,2025-11-03
62,0,Category3,2025-11-04
57,0,Category2,2025-11-05
66,0,Category2,2025-11-06
79,0,Category3,2025-11-07
75,0,Category3,2025-11-08
8,0,Category1,2025-11-09
26,0,Category3,2025-11-10
51,0,Category3,2025-11-11
45,0,Category3,2025-11-12
44,0,Category2,2025-11-13
5,0,Category1,2025-11-14
70,0,Category3,2025-11-15
26,0,Category3,2025-11-16
68,0,Category3,2025-11-17
19,0,Category2,2025-11-18
84,0,Category2,2025-11-19
97,0,Category1,2025-11-20
20,0,Category1,2025-11-21
12,0,Category2,2025-11-22
47,0,Category3,2025-11-23
1,0,Category3,2025-11-24
90,0,Category1,2025-11-25
14,0,Category3,2025-11-26
64,0,Category2,2025-11-27
38,0,Category1,2025-11-28
37,0,Category2,2025-11-29
11,0,Category2,2025-11-30
77,0,Category3,2025-12-01
3,0,Category2,2025-12-02
33,0,Category2,2025-12-03
6,0,Category3,2025-12-04
50,0,Category2,2025-12-05
10,0,Category3,2025-12-06
5,0,Category2,2025-12-07
23,0,Category3,2025-12-08
10,0,Category3,2025-12-09
44,0,Category1,2025-12-10
2,0,Category2,2025-12-11
13,0,Category2,2025-12-12
40,0,Category1,2025-12-13
2,0,Category3,2025-12-14
84,0,Category3,2025-12-15
65,0,Category1,2025-12-16
63,0,Category1,2025-12-17
73,0,Category3,2025-12-18
17,0,Category3,2025-12-19
9,0,Category1,2025-12-20
75,0,Category2,2025-12-21
15,0,Category3,2025-12-22
24,0,Category1,2025-12-23
38,0,Category2,2025-12-24
35,0,Category2,2025-12-25
94,0,Category2,2025-12-26
95,0,Category2,2025-12-27
49,0,Category1,2025-12-28
69,0,Category3,2025-12-29
62,0,Category2,2025-12-30
60,0,Category2,2025-12-31
50,0,Category1,2026-01-01
78,0,Category2,2026-01-02
75,0,Category1,2026-01-03
9,0,Category1,2026-01-04
34,0,Category3,2026-01-05
76,0,Category2,2026-01-06
99,0,Category3,2026-01-07
35,0,Category1,2026-01-08
1,0,Category2,2026-01-09
40,0,Category1,2026-01-10
64,0,Category1,2026-01-11
22,0,Category1,2026-01-12
60,0,Category2,2026-01-13
64,0,Category1,2026-01-14
93,0,Category1,2026-01-15
72,0,Category2,2026-01-16
11,0,Category3,2026-01-17
14,0,Category1,2026-01-18
60,0,Category3,2026-01-19
30,0,Category3,2026-01-20
35,0,Category3,2026-01-21
85,0,Category3,2026-01-22
37,0,Category3,2026-01-23
5,0,Category3,2026-01-24
83,0,Category2,2026-01-25
78,0,Category2,2026-01-26
26,0,Category3,2026-01-27
62,0,Category2,2026-01-28
4,0,Category2,2026-01-29
89,0,Category3,2026-01-30
42,0,Category3,2026-01-31
89,0,Category1,2026-02-01
18,0,Category2,2026-02-02
40,0,Category3,2026-02-03
72,0,Category2,2026-02-04
39,0,Category2,2026-02-05
14,0,Category2,2026-02-06
32,0,Category1,2026-02-07
51,0,Category3,2026-02-08
38,0,Category2,2026-02-09
97,0,Category3,2026-02-10
23,0,Category2,2026-02-11
63,0,Category3,2026-02-12
15,0,Category3,2026-02-13
97,0,Category3,2026-02-14
25,0,Category2,2026-02-15
17,0,Category1,2026-02-16
97,0,Category3,2026-02-17
66,0,Category1,2026-02-18
78,0,Category3,2026-02-19
53,0,Category1,2026-02-20
51,0,Category3,2026-02-21
39,0,Category1,2026-02-22
51,0,Category3,2026-02-23
70,0,Category3,2026-02-24
6,0,Category1,2026-02-25
67,0,Category3,2026-02-26
7,0,Category2,2026-02-27
51,0,Category3,2026-02-28
72,0,Category3,2026-03-01
42,0,Category2,2026-03-02
64,0,Category2,2026-03-03
15,0,Category2,2026-03-04
29,0,Category1,2026-03-05
33,0,Category2,2026-03-06
94,0,Category1,2026-03-07
27,0,Category2,2026-03-08
36,0,Category1,2026-03-09
29,0,Category2,2026-03-10
38,0,Category2,2026-03-11
57,0,Category3,2026-03-12
97,0,Category2,2026-03-13
27,0,Category3,2026-03-14
55,0,Category2,2026-03-15
33,0,Category2,2026-03-16
68,0,Category3,2026-03-17
86,0,Category3,2026-03-18
66,0,Category1,2026-03-19
10,0,Category3,2026-03-20
5,0,Category1,2026-03-21
74,0,Category2,2026-03-22
97,0,Category3,2026-03-23
38,0,Category3,2026-03-24
13,0,Category2,2026-03-25
31,0,Category2,2026-03-26
47,0,Category2,2026-03-27
88,0,Category2,2026-03-28
52,0,Category3,2026-03-29
56,0,Category2,2026-03-30
15,0,Category2,2026-03-31
29,0,Category3,2026-04-01
8,0,Category1,2026-04-02
5,0,Category3,2026-04-03
29,0,Category1,2026-04-04
47,0,Category2,2026-04-05
68,0,Category3,2026-04-06
76,0,Category2,2026-04-07
45,0,Category3,2026-04-08
2,0,Category1,2026-04-09
27,0,Category3,2026-04-10
95,0,Category2,2026-04-11
36,0,Category3,2026-04-12
36,0,Category2,2026-04-13
26,0,Category3,2026-04-14
43,0,Category1,2026-04-15
27,0,Category3,2026-04-16
69,0,Category3,2026-04-17
20,0,Category3,2026-04-18
11,0,Category3,2026-04-19
74,0,Category1,2026-04-20
38,0,Category2,2026-04-21
6,0,Category3,2026-04-22
72,0,Category3,2026-04-23
23,0,Category3,2026-04-24
47,0,Category1,2026-04-25
90,0,Category2,2026-04-26
46,0,Category2,2026-04-27
12,0,Category3,2026-04-28
90,0,Category3,2026-04-29
13,0,Category2,2026-04-30
62,0,Category3,2026-05-01
82,0,Category3,2026-05-02
89,0,Category3,2026-05-03
97,0,Category1,2026-05-04
60,0,Category1,2026-05-05
43,0,Category2,2026-05-06
76,0,Category1,2026-05-07
68,0,Category1,2026-05-08
5,0,Category2,2026-05-09
37,0,Category1,2026-05-10
72,0,Category2,2026-05-11
92,0,Category3,2026-05-12
31,0,Category2,2026-05-13
9,0,Category2,2026-05-14
51,0,Category2,2026-05-15
29,0,Category3,2026-05-16
78,0,Category3,2026-05-17
40,0,Category3,2026-05-18
41,0,Category2,2026-05-19
86,0,Category2,2026-05-20
11,0,Category2,2026-05-21
23,0,Category2,2026-05-22
1,0,Category2,2026-05-23
46,0,Category2,2026-05-24
21,0,Category2,2026-05-25
90,0,Category1,2026-05-26
36,0,Category3,2026-05-27
54,0,Category1,2026-05-28
87,0,Category3,2026-05-29
57,0,Category2,2026-05-30
1,0,Category1,2026-05-31
63,0,Category2,2026-06-01
54,0,Category1,2026-06-02
55,0,Category1,2026-06-03
40,0,Category2,2026-06-04
15,0,Category1,2026-06-05
21,0,Category1,2026-06-06
47,0,Category3,2026-06-07
73,0,Category2,2026-06-08
53,0,Category2,2026-06-09
9,0,Category1,2026-06-10
74,0,Category2,2026-06-11
52,0,Category3,2026-06-12
57,0,Category3,2026-06-13
26,0,Category2,2026-06-14
41,0,Category2,2026-06-15
35,0,Category3,2026-06-16
63,0,Category2,2026-06-17
25,0,Category1,2026-06-18
90,0,Category2,2026-06-19
75,0,Category1,2026-06-20
38,0,Category3,2026-06-21
2,0,Category2,2026-06-22
7,0,Category3,2026-06-23
82,0,Category2,2026-06-24
91,0,Category1,2026-06-25
34,0,Category2,2026-06-26
91,0,Category3,2026-06-27
17,0,Category1,2026-06-28
43,0,Category2,2026-06-29
59,0,Category3,2026-06-30
51,0,Category3,2026-07-01
54,0,Category2,2026-07-02
24,0,Category3,2026-07-03
25,0,Category1,2026-07-04
71,0,Category2,2026-07-05
52,0,Category1,2026-07-06
70,0,Category3,2026-07-07
88,0,Category3,2026-07-08
33,0,Category3,2026-07-09
49,0,Category1,2026-07-10
29,0,Category3,2026-07-11
63,0,Category2,2026-07-12
22,0,Category2,2026-07-13
26,0,Category3,2026-07-14
28,0,Category2,2026-07-15
85,0,Category1,2026-07-16
49,0,Category1,2026-07-17
71,0,Category3,2026-07-18
81,0,Category2,2026-07-19
84,0,Category2,2026-07-20
49,0,Category3,2026-07-21
20,0,Category1,2026-07-22
86,0,Category3,2026-07-23
92,0,Category2,2026-07-24
63,0,Category2,2026-07-25
61,0,Category3,2026-07-26
49,0,Category1,2026-07-27
71,0,Category1,2026-07-28
1,0,Category3,2026-07-29
96,0,Category2,2026-07-30
13,0,Category1,2026-07-31
94,0,Category3,2026-08-01
87,0,Category2,2026-08-02
51,0,Category1,2026-08-03
56,0,Category1,2026-08-04
83,0,Category3,2026-08-05
62,0,Category2,2026-08-06
32,0,Category1,2026-08-07
30,0,Category3,2026-08-08
29,0,Category1,2026-08-09
49,0,Category2,2026-08-10
45,0,Category1,2026-08-11
93,0,Category2,2026-08-12
30,0,Category1,2026-08-13
16,0,Category1,2026-08-14
40,0,Category3,2026-08-15
19,0,Category1,2026-08-16
18,0,Category2,2026-08-17
1,0,Category3,2026-08-18
78,0,Category2,2026-08-19
47,0,Category2,2026-08-20
66,0,Category3,2026-08-21
92,0,Category2,2026-08-22
94,0,Category1,2026-08-23
38,0,Category3,2026-08-24
51,0,Category1,2026-08-25
63,0,Category1,2026-08-26
4,0,Category2,2026-08-27
1,0,Category2,2026-08-28
8,0,Category1,2026-08-29
29,0,Category3,2026-08-30
55,0,Category1,2026-08-31
3,0,Category1,2026-09-01
32,0,Category2,2026-09-02
10,0,Category2,2026-09-03
74,0,Category1,2026-09-04
83,0,Category1,2026-09-05
34,0,Category2,2026-09-06
97,0,Category1,2026-09-07
87,0,Category2,2026-09-08
55,0,Category1,2026-09-09
92,0,Category3,2026-09-10
32,0,Category3,2026-09-11
50,0,Category1,2026-09-12
7,0,Category2,2026-09-13
93,0,Category1,2026-09-14
8,0,Category1,2026-09-15
65,0,Category2,2026-09-16
57,0,Category1,2026-09-17
67,0,Category2,2026-09-18
88,0,Category1,2026-09-19
87,0,Category2,2026-09-20
59,0,Category1,2026-09-21
72,0,Category3,2026-09-22
54,0,Category2,2026-09-23
67,0,Category3,2026-09-24
51,0,Category2,2026-09-25
97,0,Category2,2026-09-26
92,0,Category2,2026-09-27
8,0,Category2,2026-09-28
34,0,Category1,2026-09-29
35,0,Category1,2026-09-30
96,0,Category2,2026-10-01
88,0,Category1,2026-10-02
78,0,Category2,2026-10-03
32,0,Category2,2026-10-04
46,0,Category3,2026-10-05
16,0,Category2,2026-10-06
68,0,Category2,2026-10-07
37,0,Category1,2026-10-08
54,0,Category2,2026-10-09
85,0,Category2,2026-10-10
14,0,Category3,2026-10-11
95,0,Category1,2026-10-12
55,0,Category1,2026-10-13
48,0,Category3,2026-10-14
82,0,Category2,2026-10-15
7,0,Category3,2026-10-16
74,0,Category1,2026-10-17
7,0,Category3,2026-10-18
33,0,Category1,2026-10-19
23,0,Category3,2026-10-20
85,0,Category2,2026-10-21
19,0,Category2,2026-10-22
19,0,Category1,2026-10-23
36,0,Category3,2026-10-24
29,0,Category1,2026-10-25
60,0,Category2,2026-10-26
82,0,Category1,2026-10-27
2,0,Category2,2026-10-28
1,0,Category1,2026-10-29
47,0,Category3,2026-10-30
69,0,Category2,2026-10-31
20,0,Category1,2026-11-01
11,0,Category2,2026-11-02
2,0,Category3,2026-11-03
67,0,Category2,2026-11-04
87,0,Category3,2026-11-05
12,0,Category2,2026-11-06
20,0,Category3,2026-11-07
5,0,Category2,2026-11-08
37,0,Category3,2026-11-09
38,0,Category1,2026-11-10
94,0,Category1,2026-11-11
9,0,Category2,2026-11-12
98,0,Category3,2026-11-13
53,0,Category1,2026-11-14
44,0,Category2,2026-11-15
99,0,Category1,2026-11-16
86,0,Category3,2026-11-17
24,0,Category2,2026-11-18
81,0,Category3,2026-11-19
74,0,Category3,2026-11-20
30,0,Category3,2026-11-21
59,0,Category1,2026-11-22
87,0,Category2,2026-11-23
96,0,Category3,2026-11-24
81,0,Category1,2026-11-25
81,0,Category3,2026-11-26
14,0,Category1,2026-11-27
9,0,Category2,2026-11-28
40,0,Category2,2026-11-29
66,0,Category2,2026-11-30
25,0,Category2,2026-12-01
73,0,Category3,2026-12-02
22,0,Category1,2026-12-03
4,0,Category2,2026-12-04
26,0,Category3,2026-12-05
58,0,Category2,2026-12-06
29,0,Category2,2026-12-07
98,0,Category2,2026-12-08
87,0,Category1,2026-12-09
37,0,Category1,2026-12-10
75,0,Category1,2026-12-11
70,0,Category2,2026-12-12
18,0,Category3,2026-12-13
85,0,Category3,2026-12-14
42,0,Category3,2026-12-15
41,0,Category2,2026-12-16
38,0,Category1,2026-12-17
34,0,Category3,2026-12-18
17,0,Category2,2026-12-19
37,0,Category2,2026-12-20
25,0,Category3,2026-12-21
76,0,Category3,2026-12-22
87,0,Category2,2026-12-23
86,0,Category3,2026-12-24
85,0,Category2,2026-12-25
27,0,Category3,2026-12-26
57,0,Category1,2026-12-27
31,0,Category2,2026-12-28
6,0,Category1,2026-12-29
91,0,Category3,2026-12-30
40,0,Category2,2026-12-31
98,0,Category3,2027-01-01
12,0,Category2,2027-01-02
53,0,Category3,2027-01-03
71,0,Category1,2027-01-04
10,0,Category1,2027-01-05
45,0,Category3,2027-01-06
17,0,Category1,2027-01-07
26,0,Category1,2027-01-08
85,0,Category3,2027-01-09
92,0,Category2,2027-01-10
62,0,Category3,2027-01-11
46,0,Category2,2027-01-12
64,0,Category1,2027-01-13
2,0,Category1,2027-01-14
54,0,Category1,2027-01-15
65,0,Category1,2027-01-16
51,0,Category1,2027-01-17
53,0,Category2,2027-01-18
36,0,Category2,2027-01-19
26,0,Category2,2027-01-20
29,0,Category3,2027-01-21
21,0,Category1,2027-01-22
11,0,Category1,2027-01-23
40,0,Category1,2027-01-24
11,0,Category3,2027-01-25
36,0,Category3,2027-01-26
59,0,Category3,2027-01-27
39,0,Category1,2027-01-28
99,0,Category2,2027-01-29
54,0,Category3,2027-01-30
98,0,Category3,2027-01-31
55,0,Category2,2027-02-01
24,0,Category3,2027-02-02
22,0,Category2,2027-02-03
69,0,Category1,2027-02-04
56,0,Category2,2027-02-05
33,0,Category2,2027-02-06
36,0,Category1,2027-02-07
20,0,Category3,2027-02-08
83,0,Category1,2027-02-09
99,0,Category3,2027-02-10
81,0,Category3,2027-02-11
62,0,Category2,2027-02-12
98,0,Category1,2027-02-13
73,0,Category2,2027-02-14
26,0,Category1,2027-02-15
66,0,Category1,2027-02-16
73,0,Category2,2027-02-17
73,0,Category3,2027-02-18
40,0,Category3,2027-02-19
17,0,Category1,2027-02-20
1,0,Category3,2027-02-21
89,0,Category2,2027-02-22
61,0,Category2,2027-02-23
43,0,Category2,2027-02-24
42,0,Category1,2027-02-25
25,0,Category1,2027-02-26
39,0,Category3,2027-02-27
35,0,Category2,2027-02-28
3,0,Category2,2027-03-01
44,0,Category1,2027-03-02
51,0,Category1,2027-03-03
94,0,Category1,2027-03-04
98,0,Category2,2027-03-05
12,0,Category2,2027-03-06
19,0,Category3,2027-03-07
44,0,Category2,2027-03-08
59,0,Category3,2027-03-09
49,0,Category3,2027-03-10
61,0,Category2,2027-03-11
17,0,Category3,2027-03-12
74,0,Category3,2027-03-13
57,0,Category1,2027-03-14
55,0,Category2,2027-03-15
47,0,Category3,2027-03-16
12,0,Category3,2027-03-17
62,0,Category3,2027-03-18
80,0,Category2,2027-03-19
88,0,Category1,2027-03-20
83,0,Category1,2027-03-21
8,0,Category2,2027-03-22
95,0,Category2,2027-03-23
21,0,Category2,2027-03-24
81,0,Category2,2027-03-25
87,0,Category1,2027-03-26
80,0,Category3,2027-03-27
70,0,Category3,2027-03-28
72,0,Category2,2027-03-29
25,0,Category2,2027-03-30
82,0,Category3,2027-03-31
89,0,Category1,2027-04-01
12,0,Category2,2027-04-02
15,0,Category2,2027-04-03
59,0,Category1,2027-04-04
26,0,Category1,2027-04-05
26,0,Category1,2027-04-06
47,0,Category2,2027-04-07
32,0,Category1,2027-04-08
10,0,Category2,2027-04-09
16,0,Category2,2027-04-10
71,0,Category1,2027-04-11
17,0,Category3,2027-04-12
23,0,Category1,2027-04-13
26,0,Category3,2027-04-14
85,0,Category1,2027-04-15
86,0,Category1,2027-04-16
7,0,Category2,2027-04-17
14,0,Category2,2027-04-18
79,0,Category2,2027-04-19
7,0,Category2,2027-04-20
9,0,Category2,2027-04-21
48,0,Category2,2027-04-22
72,0,Category2,2027-04-23
59,0,Category3,2027-04-24
87,0,Category3,2027-04-25
93,0,Category2,2027-04-26
82,0,Category3,2027-04-27
95,0,Category1,2027-04-28
94,0,Category3,2027-04-29
39,0,Category2,2027-04-30
99,0,Category3,2027-05-01
18,0,Category1,2027-05-02
59,0,Category3,2027-05-03
17,0,Category2,2027-05-04
14,0,Category1,2027-05-05
31,0,Category1,2027-05-06
24,0,Category3,2027-05-07
99,0,Category1,2027-05-08
60,0,Category1,2027-05-09
45,0,Category1,2027-05-10
98,0,Category2,2027-05-11
3,0,Category1,2027-05-12
37,0,Category3,2027-05-13
43,0,Category3,2027-05-14
40,0,Category1,2027-05-15
90,0,Category3,2027-05-16
55,0,Category1,2027-05-17
87,0,Category3,2027-05-18
39,0,Category1,2027-05-19
15,0,Category1,2027-05-20
4,0,Category1,2027-05-21
93,0,Category2,2027-05-22
86,0,Category3,2027-05-23
25,0,Category1,2027-05-24
13,0,Category2,2027-05-25
82,0,Category2,2027-05-26
33,0,Category1,2027-05-27
16,0,Category1,2027-05-28
42,0,Category1,2027-05-29
66,0,Category1,2027-05-30
55,0,Category1,2027-05-31
99,0,Category3,2027-06-01
42,0,Category1,2027-06-02
34,0,Category1,2027-06-03
30,0,Category3,2027-06-04
13,0,Category2,2027-06-05
13,0,Category3,2027-06-06
18,0,Category2,2027-06-07
32,0,Category2,2027-06-08
96,0,Category3,2027-06-09
99,0,Category1,2027-06-10
39,0,Category2,2027-06-11
46,0,Category1,2027-06-12
29,0,Category3,2027-06-13
62,0,Category2,2027-06-14
93,0,Category1,2027-06-15
62,0,Category2,2027-06-16
57,0,Category2,2027-06-17
16,0,Category3,2027-06-18
56,0,Category1,2027-06-19
10,0,Category1,2027-06-20
30,0,Category2,2027-06-21
25,0,Category1,2027-06-22
84,0,Category2,2027-06-23
5,0,Category3,2027-06-24
65,0,Category3,2027-06-25
94,0,Category1,2027-06-26
49,0,Category3,2027-06-27
3,0,Category3,2027-06-28
45,0,Category1,2027-06-29
14,0,Category2,2027-06-30
30,0,Category3,2027-07-01
68,0,Category1,2027-07-02
18,0,Category1,2027-07-03
62,0,Category1,2027-07-04
37,0,Category3,2027-07-05
25,0,Category3,2027-07-06
48,0,Category2,2027-07-07
65,0,Category2,2027-07-08
53,0,Category2,2027-07-09
79,0,Category2,2027-07-10
73,0,Category2,2027-07-11
15,0,Category2,2027-07-12
49,0,Category1,2027-07-13
88,0,Category2,2027-07-14
68,0,Category3,2027-07-15
12,0,Category2,2027-07-16
59,0,Category3,2027-07-17
37,0,Category2,2027-07-18
61,0,Category1,2027-07-19
43,0,Category1,2027-07-20
70,0,Category3,2027-07-21
39,0,Category2,2027-07-22
56,0,Category1,2027-07-23
63,0,Category1,2027-07-24
46,0,Category2,2027-07-25
88,0,Category3,2027-07-26
11,0,Category3,2027-07-27
62,0,Category3,2027-07-28
77,0,Category1,2027-07-29
98,0,Category2,2027-07-30
25,0,Category1,2027-07-31
71,0,Category1,2027-08-01
52,0,Category1,2027-08-02
4,0,Category1,2027-08-03
59,0,Category2,2027-08-04
72,0,Category1,2027-08-05
20,0,Category1,2027-08-06
93,0,Category3,2027-08-07
63,0,Category1,2027-08-08
54,0,Category2,2027-08-09
74,0,Category1,2027-08-10
98,0,Category2,2027-08-11
57,0,Category2,2027-08-12
90,0,Category2,2027-08-13
41,0,Category3,2027-08-14
3,0,Category3,2027-08-15
6,0,Category1,2027-08-16
5,0,Category1,2027-08-17
5,0,Category1,2027-08-18
54,0,Category2,2027-08-19
47,0,Category2,2027-08-20
87,0,Category2,2027-08-21
49,0,Category1,2027-08-22
9,0,Category1,2027-08-23
99,0,Category1,2027-08-24
20,0,Category1,2027-08-25
61,0,Category3,2027-08-26
35,0,Category3,2027-08-27
50,0,Category3,2027-08-28
82,0,Category1,2027-08-29
62,0,Category3,2027-08-30
17,0,Category3,2027-08-31
88,0,Category1,2027-09-01
3,0,Category3,2027-09-02
32,0,Category1,2027-09-03
99,0,Category1,2027-09-04
13,0,Category1,2027-09-05
89,0,Category2,2027-09-06
73,0,Category1,2027-09-07
68,0,Category3,2027-09-08
14,0,Category3,2027-09-09
98,0,Category1,2027-09-10
11,0,Category2,2027-09-11
56,0,Category2,2027-09-12
67,0,Category2,2027-09-13
92,0,Category3,2027-09-14
29,0,Category2,2027-09-15
9,0,Category2,2027-09-16
67,0,Category1,2027-09-17
25,0,Category2,2027-09-18
98,0,Category2,2027-09-19
76,0,Category2,2027-09-20
42,0,Category1,2027-09-21
9,0,Category1,2027-09-22
79,0,Category2,2027-09-23
40,0,Category3,2027-09-24
25,0,Category3,2027-09-25
5,0,Category1,2027-09-26
11,0,Category2,2027-09-27
59,0,Category3,2027-09-28
98,0,Category2,2027-09-29
88,0,Category1,2027-09-30
79,0,Category3,2027-10-01
38,0,Category1,2027-10-02
72,0,Category2,2027-10-03
5,0,Category1,2027-10-04
